SerialNumber,LogDate,IsFromSync,DeviceID,TroubleFlags,Uptime,BatteryLevel,Temperature,FaultCounterEEAccessPhysical,FaultCounterEEAccessLogical,FaultCounterEEAccessIntegrity,ComparatorProtectCounter,PowerUpCounter,PowerUpReason,PrimaryVoltageState,SecondaryVoltageState,VoltagePrimary_100mV,RowVersion
3000204,22/06/2025 21:30:26,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,979202,58,130,0,1,0,0,1,9,0,0,0,0x0000000EE03761D2
3000359,22/06/2025 22:43:09,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,662410,58,147,0,0,0,0,2,3,0,0,0,0x0000000EE0556235
3000348,22/06/2025 22:48:43,0,0A18D158-2788-4E32-AFD9-EFBBD36E0D12,0,662410,58,141,0,0,0,0,2,3,0,0,0,0x0000000EE057E14B
3000341,22/06/2025 22:51:40,0,AD73A3FD-4AF2-463D-B2E6-78B4E040C999,0,662410,53,140,0,0,0,0,2,3,0,0,0,0x0000000EE05932BA
3000362,22/06/2025 22:51:43,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,662420,58,144,0,0,0,0,2,3,0,0,0,0x0000000EE05937B0
3000378,22/06/2025 22:52:14,0,8D52A43F-FBA5-460A-8FD5-1B1D709940B9,0,662410,58,136,0,0,0,0,2,3,0,0,0,0x0000000EE05971E4
3000350,22/06/2025 22:54:25,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,662410,58,139,0,0,0,0,2,3,0,0,0,0x0000000EE05A67C9
3000358,22/06/2025 22:57:08,0,5BD9F254-F212-428F-A71F-210D12731DEC,0,662420,57,143,0,0,0,0,2,3,0,0,0,0x0000000EE05BA1A1
3000211,22/06/2025 23:15:40,0,2C8E1219-28E5-4936-A2BC-A2F43407427B,0,662410,54,136,0,0,0,0,2,3,0,0,0,0x0000000EE0642D3E
3000359,23/06/2025 6:43:10,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,691210,57,135,0,0,0,0,2,3,0,0,0,0x0000000EE0F9AFAF
3000385,23/06/2025 6:50:52,0,CA6E92C7-5B41-4724-8FF2-B733D85CF01C,0,691221,52,135,0,0,0,0,2,3,0,0,0,0x0000000EE0FD27F6
3000362,23/06/2025 6:51:44,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,691220,56,136,0,0,0,0,2,3,0,0,0,0x0000000EE0FD85C2
3000341,23/06/2025 6:51:45,0,AD73A3FD-4AF2-463D-B2E6-78B4E040C999,0,691210,57,132,0,0,0,0,2,3,0,0,0,0x0000000EE0FD87E5
3000349,23/06/2025 6:52:16,0,9BE42884-5FCE-4F46-9130-0BE15B333B01,0,691210,58,135,0,0,0,0,2,3,0,0,0,0x0000000EE0FDC03A
3000350,23/06/2025 6:54:30,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,691210,58,132,0,0,0,0,2,3,0,0,0,0x0000000EE0FED43B
3000391,23/06/2025 6:59:45,0,21B8A2CE-7873-4388-B9E2-07E207323078,0,691210,58,132,0,0,0,0,2,3,0,0,0,0x0000000EE1013D3E
3000201,23/06/2025 13:28:40,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,28803,58,127,0,0,0,0,2,3,0,0,0,0x0000000EE1C360D0
3000203,23/06/2025 13:29:36,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,28803,58,130,0,0,0,0,2,3,0,0,0,0x0000000EE1C3B787
3000209,23/06/2025 13:29:59,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,28803,58,127,0,0,0,0,2,3,0,0,0,0x0000000EE1C3DD03
3000204,23/06/2025 13:30:31,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,28803,58,128,0,0,0,0,2,3,0,0,0,0x0000000EE1C40C13
3000359,23/06/2025 14:43:14,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,720010,58,156,0,0,0,0,2,3,0,0,0,0x0000000EE1E279F5
3000364,23/06/2025 14:46:27,0,24848FD1-7D93-45BB-8E7E-0ECE1F9C2ACE,0,720010,58,167,0,0,0,0,2,3,0,0,0,0x0000000EE1E3E0C1
3000387,23/06/2025 14:46:40,0,8EC402B6-5A7B-4567-8CCF-51D7A1BED13F,0,720011,58,169,0,0,0,0,4,3,0,0,0,0x0000000EE1E3F4AB
3000345,23/06/2025 14:47:00,0,6A7A35C7-C85E-4DA7-A4BD-7060F32C2F82,0,720021,58,166,0,0,0,0,2,3,0,0,0,0x0000000EE1E41E58
3000362,23/06/2025 14:51:45,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,720021,58,160,0,0,0,0,2,3,0,0,0,0x0000000EE1E63423
3000350,23/06/2025 14:54:26,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,720010,58,184,0,0,0,0,2,3,0,0,0,0x0000000EE1E75FC7
3000394,23/06/2025 14:54:33,0,BAEB4E51-CF42-4EDB-9FC9-3F45DDEDE65E,0,720011,54,153,0,0,0,0,2,3,0,0,0,0x0000000EE1E76E15
3000358,23/06/2025 14:57:09,0,5BD9F254-F212-428F-A71F-210D12731DEC,0,720022,57,172,0,0,0,0,2,3,0,0,0,0x0000000EE1E8910F
3000354,23/06/2025 14:58:14,0,BB01904B-1C84-4E0C-8CAF-8F19CE38CA8D,0,720010,58,164,0,0,0,0,2,3,0,0,0,0x0000000EE1E90D4D
3000391,23/06/2025 14:59:40,0,21B8A2CE-7873-4388-B9E2-07E207323078,0,720010,57,134,0,0,0,0,2,3,0,0,0,0x0000000EE1E9AEAE
3000377,23/06/2025 15:03:26,0,ABFA60AA-D064-49D6-8D77-E52BEBE77652,0,720011,58,160,0,0,0,0,2,3,0,0,0,0x0000000EE1EB5CC6
3000342,23/06/2025 15:15:49,0,6C7794F5-059E-4C86-8A3D-B996FFE23C7D,0,720027,57,145,0,0,0,0,3,3,0,0,0,0x0000000EE1F0E09C
3000201,23/06/2025 21:28:40,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,57603,58,141,0,0,0,0,2,3,0,0,0,0x0000000EE28B2541
3000203,23/06/2025 21:29:36,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,57603,58,144,0,0,0,0,2,3,0,0,0,0x0000000EE28B82FA
3000209,23/06/2025 21:30:00,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,57603,58,144,0,0,0,0,2,3,0,0,0,0x0000000EE28BAFB8
3000204,23/06/2025 21:30:36,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,57603,58,141,0,0,0,0,2,3,0,0,0,0x0000000EE28BE8DD
3000359,23/06/2025 22:43:10,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,748811,58,155,0,0,0,0,2,3,0,0,0,0x0000000EE2AA8218
3000388,23/06/2025 22:44:11,0,6F8C3544-06DD-4647-B168-DB9493E55549,0,748811,54,153,0,0,0,0,2,3,0,0,0,0x0000000EE2AAF8DC
3000352,23/06/2025 22:44:24,0,A0A99476-3EAA-4E5D-B4AB-8606DF3F1FE4,0,748811,58,150,0,0,0,0,3,3,0,0,0,0x0000000EE2AB1C56
3000363,23/06/2025 22:48:27,0,5771070E-2DA9-429E-A800-3112583BC265,0,748811,58,149,0,0,0,0,2,3,0,0,0,0x0000000EE2AD1B28
3000362,23/06/2025 22:51:46,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,748822,58,146,0,0,0,0,2,3,0,0,0,0x0000000EE2AEC320
3000350,23/06/2025 22:54:26,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,748811,58,147,0,0,0,0,2,3,0,0,0,0x0000000EE2B0100A
3000377,23/06/2025 23:03:17,0,ABFA60AA-D064-49D6-8D77-E52BEBE77652,0,748811,58,147,0,0,0,0,2,3,0,0,0,0x0000000EE2B49141
3000201,24/06/2025 5:28:43,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,86403,58,142,0,0,0,0,2,3,0,0,0,0x0000000EE337639A
3000203,24/06/2025 5:29:36,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,86403,57,145,0,0,0,0,2,3,0,0,0,0x0000000EE337BA38
3000209,24/06/2025 5:30:00,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,86403,57,144,0,0,0,0,2,3,0,0,0,0x0000000EE337DB82
3000204,24/06/2025 5:30:31,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,86403,57,144,0,0,0,0,2,3,0,0,0,0x0000000EE3381257
3000359,24/06/2025 6:43:10,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,777611,58,154,0,0,0,0,2,3,0,0,0,0x0000000EE3515AE3
3000388,24/06/2025 6:44:16,0,6F8C3544-06DD-4647-B168-DB9493E55549,0,777611,53,141,0,0,0,0,2,3,0,0,0,0x0000000EE351A9DF
3000352,24/06/2025 6:44:24,0,A0A99476-3EAA-4E5D-B4AB-8606DF3F1FE4,0,777611,58,140,0,0,0,0,3,3,0,0,0,0x0000000EE351B2B4
3000365,24/06/2025 6:46:38,0,280E776A-655F-495F-84B2-2EBF98D475E3,0,777623,53,140,0,0,0,0,2,3,0,0,0,0x0000000EE35259DD
3000341,24/06/2025 6:51:42,0,AD73A3FD-4AF2-463D-B2E6-78B4E040C999,0,777611,57,138,0,0,0,0,2,3,0,0,0,0x0000000EE353EA17
3000362,24/06/2025 6:51:47,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,777623,53,137,0,0,0,0,2,3,0,0,0,0x0000000EE353F284
3000350,24/06/2025 6:54:31,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,777611,57,139,0,0,0,0,2,3,0,0,0,0x0000000EE354CC5D
3000391,24/06/2025 6:59:47,0,21B8A2CE-7873-4388-B9E2-07E207323078,0,777611,58,132,0,0,0,0,2,3,0,0,0,0x0000000EE35674DE
3000201,24/06/2025 13:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,115203,58,142,0,0,0,0,2,3,0,0,0,0x0000000EE3ED3D8D
3000203,24/06/2025 13:29:36,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,115203,58,144,0,0,0,0,2,3,0,0,0,0x0000000EE3ED8E6E
3000209,24/06/2025 13:30:00,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,115203,58,141,0,0,0,0,2,3,0,0,0,0x0000000EE3EDB714
3000204,24/06/2025 13:30:32,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,115203,58,143,0,0,0,0,2,3,0,0,0,0x0000000EE3EDECD5
3000359,24/06/2025 14:43:20,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,806411,58,157,0,0,0,0,2,3,0,0,0,0x0000000EE40B15BD
3000352,24/06/2025 14:44:25,0,A0A99476-3EAA-4E5D-B4AB-8606DF3F1FE4,0,806411,58,170,0,0,0,0,3,3,0,0,0,0x0000000EE40B8309
3000384,24/06/2025 14:46:15,0,3C85CF87-A7CA-4295-8121-6F1B15B6E6F1,0,806411,58,161,0,0,0,0,2,3,0,0,0,0x0000000EE40C4E33
3000383,24/06/2025 14:46:17,0,CEF6462C-66D6-4FDA-BB81-F371FFD0135C,0,806411,57,172,0,0,0,0,3,3,0,0,0,0x0000000EE40C510B
3000365,24/06/2025 14:46:40,0,280E776A-655F-495F-84B2-2EBF98D475E3,0,806424,58,164,0,0,0,0,2,3,0,0,0,0x0000000EE40C75BB
3000348,24/06/2025 14:48:45,0,0A18D158-2788-4E32-AFD9-EFBBD36E0D12,0,806411,54,157,0,0,0,0,2,3,0,0,0,0x0000000EE40D501E
3000347,24/06/2025 14:49:49,0,7C81889D-72F7-4DFB-8DBD-E320876C811A,0,806411,58,164,0,0,0,0,2,3,0,0,0,0x0000000EE40DC1A2
3000341,24/06/2025 14:51:47,0,AD73A3FD-4AF2-463D-B2E6-78B4E040C999,0,806411,58,167,0,0,0,0,2,3,0,0,0,0x0000000EE40E979C
3000362,24/06/2025 14:51:48,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,806423,58,164,0,0,0,0,2,3,0,0,0,0x0000000EE40E98DB
3000349,24/06/2025 14:52:18,0,9BE42884-5FCE-4F46-9130-0BE15B333B01,0,806411,58,173,0,0,0,0,2,3,0,0,0,0x0000000EE40EC6E6
3000360,24/06/2025 14:53:12,0,14EAD771-24D4-4232-9D6A-4599AAA3CC53,0,806424,54,171,0,0,0,0,2,3,0,0,0,0x0000000EE40F22F2
3000350,24/06/2025 14:54:37,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,806411,58,179,0,0,0,0,2,3,0,0,0,0x0000000EE40FBA8B
3000354,24/06/2025 14:58:15,0,BB01904B-1C84-4E0C-8CAF-8F19CE38CA8D,0,806411,58,169,0,0,0,0,2,3,0,0,0,0x0000000EE4113759
3000391,24/06/2025 14:59:51,0,21B8A2CE-7873-4388-B9E2-07E207323078,0,806411,58,134,0,0,0,0,2,3,0,0,0,0x0000000EE411E3DC
3000201,24/06/2025 21:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,144003,58,148,0,0,0,0,2,3,0,0,0,0x0000000EE4A93F8F
3000203,24/06/2025 21:29:36,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,144003,58,150,0,0,0,0,2,3,0,0,0,0x0000000EE4A99D30
3000209,24/06/2025 21:30:00,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,144003,58,149,0,0,0,0,2,3,0,0,0,0x0000000EE4A9C85F
3000204,24/06/2025 21:30:32,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,144003,58,150,0,0,0,0,2,3,0,0,0,0x0000000EE4A9FC56
3000345,24/06/2025 22:46:59,0,6A7A35C7-C85E-4DA7-A4BD-7060F32C2F82,0,835224,57,155,0,0,0,0,2,3,0,0,0,0x0000000EE4C9DA56
3000363,24/06/2025 22:48:22,0,5771070E-2DA9-429E-A800-3112583BC265,0,835212,58,149,0,0,0,0,2,3,0,0,0,0x0000000EE4CA7AD0
3000348,24/06/2025 22:48:46,0,0A18D158-2788-4E32-AFD9-EFBBD36E0D12,0,835212,57,143,0,0,0,0,2,3,0,0,0,0x0000000EE4CAAF2B
3000341,24/06/2025 22:51:50,0,AD73A3FD-4AF2-463D-B2E6-78B4E040C999,0,835212,52,140,0,0,0,0,2,3,0,0,0,0x0000000EE4CC1AC0
3000362,24/06/2025 22:51:54,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,835224,57,147,0,0,0,0,2,3,0,0,0,0x0000000EE4CC289D
3000349,24/06/2025 22:52:19,0,9BE42884-5FCE-4F46-9130-0BE15B333B01,0,835212,58,143,0,0,0,0,2,3,0,0,0,0x0000000EE4CC5C43
3000350,24/06/2025 22:54:27,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,835211,57,144,0,0,0,0,2,3,0,0,0,0x0000000EE4CD4FFE
3000366,24/06/2025 22:56:54,0,E4892B44-C070-4F0F-9E40-42680D25AF0F,0,835212,53,148,0,0,0,0,3,3,0,0,0,0x0000000EE4CE6FC6
3000358,24/06/2025 22:57:12,0,5BD9F254-F212-428F-A71F-210D12731DEC,0,835225,57,144,0,0,0,0,2,3,0,0,0,0x0000000EE4CE930A
3000342,24/06/2025 23:15:52,0,6C7794F5-059E-4C86-8A3D-B996FFE23C7D,0,835230,57,144,0,0,0,0,3,3,0,0,0,0x0000000EE4D716D5
3000201,25/06/2025 5:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,172803,58,151,0,0,0,0,2,3,0,0,0,0x0000000EE5527E6E
3000203,25/06/2025 5:29:36,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,172803,58,151,0,0,0,0,2,3,0,0,0,0x0000000EE552D68D
3000209,25/06/2025 5:30:01,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,172803,58,148,0,0,0,0,2,3,0,0,0,0x0000000EE552F523
3000204,25/06/2025 5:30:33,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,172803,57,151,0,0,0,0,2,3,0,0,0,0x0000000EE55329E1
3000362,25/06/2025 6:51:50,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,864025,57,137,0,0,0,0,2,3,0,0,0,0x0000000EE56FB548
3000341,25/06/2025 6:51:54,0,AD73A3FD-4AF2-463D-B2E6-78B4E040C999,0,864012,52,133,0,0,0,0,2,3,0,0,0,0x0000000EE56FBA7A
3000349,25/06/2025 6:52:29,0,9BE42884-5FCE-4F46-9130-0BE15B333B01,0,864012,57,134,0,0,0,0,2,3,0,0,0,0x0000000EE56FED07
3000350,25/06/2025 6:54:32,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,864012,57,134,0,0,0,0,2,3,0,0,0,0x0000000EE570A9F5
3000358,25/06/2025 6:57:19,0,5BD9F254-F212-428F-A71F-210D12731DEC,0,864025,57,139,0,0,0,0,2,3,0,0,0,0x0000000EE571A34D
3000391,25/06/2025 6:59:51,0,21B8A2CE-7873-4388-B9E2-07E207323078,0,864012,58,136,0,0,0,0,2,3,0,0,0,0x0000000EE5728759
3000201,25/06/2025 13:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,201603,58,145,0,0,0,0,2,3,0,0,0,0x0000000EE619D17C
3000203,25/06/2025 13:29:37,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,201603,58,148,0,0,0,0,2,3,0,0,0,0x0000000EE61A3571
3000209,25/06/2025 13:30:01,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,201603,58,147,0,0,0,0,2,3,0,0,0,0x0000000EE61A5DA1
3000204,25/06/2025 13:30:33,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,201603,58,147,0,0,0,0,2,3,0,0,0,0x0000000EE61A96A0
3000359,25/06/2025 14:43:16,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,892812,58,147,0,0,0,0,2,3,0,0,0,0x0000000EE63C7131
3000383,25/06/2025 14:46:22,0,CEF6462C-66D6-4FDA-BB81-F371FFD0135C,0,892812,57,145,0,0,0,0,3,3,0,0,0,0x0000000EE63E1609
3000387,25/06/2025 14:46:42,0,8EC402B6-5A7B-4567-8CCF-51D7A1BED13F,0,892812,58,148,0,0,0,0,4,3,0,0,0,0x0000000EE63E381C
3000345,25/06/2025 14:47:00,0,6A7A35C7-C85E-4DA7-A4BD-7060F32C2F82,0,892826,57,150,0,0,0,0,2,3,0,0,0,0x0000000EE63E6BE7
3000347,25/06/2025 14:49:50,0,7C81889D-72F7-4DFB-8DBD-E320876C811A,0,892812,58,152,0,0,0,0,2,3,0,0,0,0x0000000EE63FED11
3000366,25/06/2025 14:57:00,0,E4892B44-C070-4F0F-9E40-42680D25AF0F,0,892812,53,147,0,0,0,0,3,3,0,0,0,0x0000000EE643D842
3000358,25/06/2025 14:57:14,0,5BD9F254-F212-428F-A71F-210D12731DEC,0,892826,57,158,0,0,0,0,2,3,0,0,0,0x0000000EE64400BA
3000201,25/06/2025 21:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,230403,58,142,0,0,0,0,2,3,0,0,0,0x0000000EE6F4F0F8
3000203,25/06/2025 21:29:37,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,230403,58,144,0,0,0,0,2,3,0,0,0,0x0000000EE6F55832
3000209,25/06/2025 21:30:01,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,230403,58,145,0,0,0,0,2,3,0,0,0,0x0000000EE6F58765
3000204,25/06/2025 21:30:34,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,230403,58,144,0,0,0,0,2,3,0,0,0,0x0000000EE6F5C32C
3000359,25/06/2025 22:43:21,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,921612,58,153,0,0,0,0,2,3,0,0,0,0x0000000EE716CEC9
3000384,25/06/2025 22:46:17,0,3C85CF87-A7CA-4295-8121-6F1B15B6E6F1,0,921613,57,135,0,0,0,0,2,3,0,0,0,0x0000000EE7183E1F
3000387,25/06/2025 22:46:46,0,8EC402B6-5A7B-4567-8CCF-51D7A1BED13F,0,921613,57,137,0,0,0,0,4,3,0,0,0,0x0000000EE7187BCE
3000362,25/06/2025 22:51:52,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,921626,57,140,0,0,0,0,2,3,0,0,0,0x0000000EE71B0C25
3000350,25/06/2025 22:54:29,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,921612,57,131,0,0,0,0,2,3,0,0,0,0x0000000EE71C5314
3000366,25/06/2025 22:57:01,0,E4892B44-C070-4F0F-9E40-42680D25AF0F,0,921613,58,133,0,0,0,0,3,3,0,0,0,0x0000000EE71D8737
3000358,25/06/2025 22:57:15,0,5BD9F254-F212-428F-A71F-210D12731DEC,0,921627,57,138,0,0,0,0,2,3,0,0,0,0x0000000EE71DA787
3000211,25/06/2025 23:15:41,0,2C8E1219-28E5-4936-A2BC-A2F43407427B,0,921612,57,132,0,0,0,0,2,3,0,0,0,0x0000000EE726197D
3000201,26/06/2025 5:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,259203,57,142,0,0,0,0,2,3,0,0,0,0x0000000EE7A9E7BE
3000203,26/06/2025 5:29:37,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,259203,58,138,0,0,0,0,2,3,0,0,0,0x0000000EE7AA3FC0
3000209,26/06/2025 5:30:03,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,259203,57,139,0,0,0,0,2,3,0,0,0,0x0000000EE7AA5F38
3000204,26/06/2025 5:30:34,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,259203,57,142,0,0,0,0,2,3,0,0,0,0x0000000EE7AA96C9
3000359,26/06/2025 6:43:11,0,76B01F03-5E9B-42E9-91FF-A7006A4F0BD0,0,950413,58,159,0,0,0,0,2,3,0,0,0,0x0000000EE7C58DD9
3000389,26/06/2025 6:48:32,0,E572566C-C836-488D-B3B1-E4F721684AC1,0,950413,57,124,0,0,0,0,2,3,0,0,0,0x0000000EE7C77772
3000362,26/06/2025 6:51:53,0,9B6E33E7-9613-4C44-8F95-6D885B920427,0,950427,51,123,0,0,0,0,2,3,0,0,0,0x0000000EE7C8AF1C
3000360,26/06/2025 6:53:08,0,14EAD771-24D4-4232-9D6A-4599AAA3CC53,0,950427,57,126,0,0,0,0,2,3,0,0,0,0x0000000EE7C92735
3000350,26/06/2025 6:54:29,0,F6DA68DD-5893-45BA-96F9-5FFF985030A7,0,950413,57,122,0,0,0,0,2,3,0,0,0,0x0000000EE7C9A9C2
3000366,26/06/2025 6:57:01,0,E4892B44-C070-4F0F-9E40-42680D25AF0F,0,950413,52,132,0,0,0,0,3,3,0,0,0,0x0000000EE7CAA230
3000391,26/06/2025 6:59:52,0,21B8A2CE-7873-4388-B9E2-07E207323078,0,950413,53,133,0,0,0,0,2,3,0,0,0,0x0000000EE7CBAFE1
3000211,26/06/2025 7:15:38,0,2C8E1219-28E5-4936-A2BC-A2F43407427B,0,950413,57,121,0,0,0,0,2,3,0,0,0,0x0000000EE7D18567
3000201,26/06/2025 13:28:41,0,AD53794B-2D5A-4D3D-B570-261C8FEFCB53,0,288003,58,132,0,0,0,0,2,3,0,0,0,0x0000000EE866B1C9
3000203,26/06/2025 13:29:38,0,ADD4B76E-022E-4F1C-8F19-AFF28D52540D,0,288003,58,133,0,0,0,0,2,3,0,0,0,0x0000000EE86727E1
3000209,26/06/2025 13:30:04,0,30FFD2BF-BD44-48EC-B154-AF2F1B6E2787,0,288003,58,132,0,0,0,0,2,3,0,0,0,0x0000000EE8675FCF
3000204,26/06/2025 13:30:38,0,D3BE5827-5748-4D53-AA15-519239161FB9,0,288003,58,132,0,0,0,0,2,3,0,0,0,0x0000000EE8679F21
3000352,26/06/2025 14:44:33,0,A0A99476-3EAA-4E5D-B4AB-8606DF3F1FE4,0,979213,57,130,0,0,0,0,3,3,0,0,0,0x0000000EE88FE052
3000387,26/06/2025 14:46:41,0,8EC402B6-5A7B-4567-8CCF-51D7A1BED13F,0,979213,57,133,0,0,0,0,4,3,0,0,0,0x0000000EE8913680
3000365,26/06/2025 14:46:49,0,280E776A-655F-495F-84B2-2EBF98D475E3,0,979228,53,134,0,0,0,0,2,3,0,0,0,0x0000000EE8914F37
3000394,26/06/2025 14:54:36,0,BAEB4E51-CF42-4EDB-9FC9-3F45DDEDE65E,0,979213,53,149,0,0,0,0,2,3,0,0,0,0x0000000EE895E3D5
